project_index,bldg_proj_type,mat_type,mui,eci
111,New Construction,Fasteners,0.06965742017285714,0.36079347521001665
111,New Construction,Fiberglass blanket,0.4088611520802381,0.9608237073885596
111,New Construction,Flooring and tile - other,0.00017907548916666668,0.0002596594592916667
111,New Construction,Glass mat gypsum board,8.77030604209762,4.148354757912173
111,New Construction,Glazing - other,0.07964268721428572,0.12105688456571428
111,New Construction,Gypsum board,0.5868579878571428,0.12814250501285715
111,New Construction,Hardwood,0.8329319148333333,0.45190193246404764
111,New Construction,Hollow structural sections HSS,0.3764911875998809,0.6548326446431976
111,New Construction,Hot-rolled sections,8.038116797113094,8.74069678806881
111,New Construction,Insulated glass unit IGU,7.661007019596667,11.093071949179285
111,New Construction,Insulated metal panel IMP,0.5879980031190476,2.557671524333714
111,New Construction,Insulation - other,0.002520922198809524,0.015645238689154763
111,New Construction,Intumescent,0.1058704743725,0.26785230016242495
111,New Construction,Mineral wool high density,2.3646220660857145,4.232673498293429
111,New Construction,Modified bitumen,0.7005219998095238,0.5297256234068571
111,New Construction,Mortar and grout,75.67448715846595,14.085328049980719
