mat_type,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Hot-rolled sections,3929581.6652085576,4285408.849653132,4278655.383470081,4451293.595782843,4611324.739752124,4973984.058404961,4820478.519839214,4753026.573442944,4969085.505562052,5194832.014986098,5368892.17604917,5485073.255197114,5457008.670911383,5327392.02130216,5195068.090371372,5060125.525762526,4941325.658008977,4848260.554459568,4761825.522075534,4685970.602551651,4635763.882840881,4601561.8961191345,4587873.923486587,4599459.973529045,4628046.716127609,4669878.184672109,4720359.314503303,4778134.719940635,4834515.092132029,4889879.462358673,4941417.432534203
Insulated glass unit IGU,964651.9510781482,929147.96711311,916371.3153336125,1064782.6645284877,1089483.8461707311,1147748.0135413515,1127703.2010552387,1122298.5966560359,1155400.9313066988,1183282.2936428918,1197646.4035419784,1206461.5952353624,1201585.3901003525,1177478.2707379775,1149950.9566800366,1128449.6396723308,1114809.1731285302,1101599.835311967,1089948.0074952012,1078435.7111445777,1077100.7092387485,1074252.3372530052,1068088.9787185004,1068102.7060710993,1070496.1017249965,1074834.8616096962,1079160.096006565,1086458.8000972425,1091160.6095473533,1095206.1250804523,1099406.1824065815
Insulated metal panel IMP,168153.4249016169,176700.32254797593,180833.65050384973,189391.26918750157,195717.44710471507,210853.03404174582,205021.02363390426,202718.60069594154,211986.7521327877,221551.352941337,228922.6498714377,234011.45344580695,233278.4801875811,228221.99259215302,222976.68127872728,217713.2995214756,213229.8763868884,209774.4043487395,206601.07380208914,203824.35050331647,202180.9623247684,201089.06058158333,200800.59513560598,201605.0346908574,203118.7606297015,205209.33801455746,207667.921784662,210534.82961961202,213287.5135010253,216024.9606439865,218613.61818908388
Insulation - other,20115.448080168466,21155.4661953441,21943.745474685747,21379.37812288059,22233.913759304618,24075.678277935916,23278.322648486486,22914.92793205053,24009.018139943975,25174.42568268139,26093.708551079733,26705.924641271147,26558.888270359286,25909.976190425947,25257.1516619391,24571.19331548014,23947.915927148875,23463.975884055537,23011.340623502812,22617.869968957737,22338.680837617663,22157.092295821112,22095.496275775567,22156.2086302051,22304.70029626993,22519.70128657018,22781.372283597313,23069.298361160578,23359.453925589525,23643.576466132316,23906.362252741226
Intumescent,49918.35914927369,53052.63322502507,54139.173505872954,60195.37943055333,62604.151830491304,67629.64940833769,65391.185557596014,64352.64890334728,67279.85673458225,70370.80609134545,72758.35717111011,74312.65015564355,73833.7930210081,71981.55618465085,70109.7561771825,68179.76278632198,66439.80973570852,65058.72347542609,63765.23539572004,62629.6492365447,61841.79336336517,61312.1910901087,61067.337191965526,61165.93187398068,61501.929182416156,62013.3830049262,62639.861138235254,63330.65281032683,64020.90491940449,64685.11616906284,65295.38553803951
Laminated strand lumber LSL,544106.6329978968,451807.23253705585,442329.5821440345,578194.1704885821,588712.9821446778,607238.5325954374,604804.3744582443,607440.9234004994,616435.6516473246,618890.9173574484,613311.7433146657,608712.1946263583,607118.5717422426,597691.0228928841,584986.0069547391,578948.5078909805,579028.9432215361,576246.4365498644,574232.7864576543,571141.0317538936,575986.4123589243,577629.4634364796,572955.3054958862,571872.7958734359,571338.8896262133,571205.3551165855,569923.7253808226,570515.2899549017,568706.5782824426,566143.0129281171,564247.0949767426
Laminated veneer lumber LVL,459653.3384840654,435570.56986110343,437309.06410655705,515824.55458168016,531563.410006472,562371.0957923299,551109.2600638316,547457.9499838903,564622.3882360009,579826.8709871145,588462.4720533649,593673.5706361495,590822.1262197574,578434.4554216336,564593.7598810792,553260.9487110521,545325.5736914362,537824.8540606567,531039.1963962917,524532.8988539244,522948.60053555993,521242.94059476483,518182.84304020985,518201.511933865,519543.5334932211,521850.97012365377,524199.3155562802,527588.2323174789,529990.1625944411,531942.2262704743,533928.4211839866
Loose-fill cellulose,177765.93313204218,153210.5480030925,151846.73873008683,184945.57094512077,188423.22791267198,195467.56786372338,194048.53443792666,194487.11815640848,198188.43606386095,200111.9573987479,199531.41277158968,198937.22306201787,198414.11049219035,195146.59402928257,190946.62635753007,188587.18904296402,188036.23873857057,186842.02099519072,185901.6808714389,184710.7224550837,185841.31646968488,186135.30771842663,184812.27419760218,184617.00849871666,184660.51091476373,184894.7111492096,184866.7230101111,185437.95657168346,185318.9326693201,185002.73615945177,184848.85553865985
Masonry - other,2336357.088823389,2882095.849777439,2660257.561392386,2406363.1065631784,2509409.659937555,2722042.9031965854,2632071.529147336,2591611.1814704123,2718395.81913673,2854128.3661121186,2962171.573024906,3034678.6260045525,3019529.2046404416,2947220.716825173,2874620.6591811986,2797659.8652648297,2727182.477067267,2672695.915304208,2621638.501043576,2577514.8201830112,2546385.6702221637,2527139.599886446,2521814.8475972493,2530572.3746405016,2549594.8565317425,2576269.4035819573,2608367.103640411,2642967.812251658,2678233.0763447913,2712667.2085493035,2744658.924119657
Medium density fiberboard MDF,178461.55545199907,153561.7691552396,150562.32655267714,190963.68514839452,195619.4870184975,203220.14317956578,201560.0360288736,201877.46267841262,205718.00330258755,207767.7138621651,207200.51651469222,206531.65457495747,205863.9371974084,202389.36175807414,197965.84996442607,195436.00346895953,194711.3222421361,193282.43648468057,192100.9240231691,190685.7694202372,191750.47153551958,192057.25593134633,190611.2667328082,190364.13495511183,190389.49610653246,190594.83100459885,190503.03030785994,190913.7322190917,190660.96280311214,190149.08100784785,189812.95514553043
Mineral wool high density,616751.104476116,602725.1737427375,594819.308074642,695010.3604501871,705223.3600315233,741552.2692105352,728753.6559776106,725307.9650017286,746627.2123589048,764397.2754671406,773524.7702597363,779348.1284237389,776316.3683016659,760590.0870228782,742638.7196415265,728557.1238097271,719873.2640806107,711788.4018732538,704810.772251313,697835.9307768978,696953.4509256951,694594.3858694291,690647.8783372892,690499.1272084271,691758.4231101951,694368.9267422187,697125.5487624477,702404.6359467369,705755.1984942814,708977.8752760345,712236.3849068149
Mineral wool low density,159884.8530620619,172960.09700844978,168286.5040324015,180984.45231455093,183970.74036895187,195586.9765747838,190891.64450407383,189103.01532073898,196172.89399827705,202931.8005897871,207561.68041752643,210678.29081453974,209753.1874402395,205078.34234363175,200057.9523043732,195478.1530908994,192004.8409504657,189211.69240870705,186721.73012255103,184421.11468767375,183291.89549071947,182159.39632525505,181382.78838986115,181551.7261130251,182208.82295451092,183331.45783841048,184688.10914620053,186678.22297439806,188324.00353845902,190012.38024192757,191611.30350861853
Modified bitumen,188033.46139482455,166325.73243939824,165414.14352768584,211565.12568177865,216378.66099519248,226082.0050680864,223207.17235222732,222840.60094820563,228030.30840247814,231648.77511611494,232466.44798310153,232736.56843354402,231805.97163021797,227461.15838227177,222237.23465944597,218710.66752720953,216995.98777115723,214896.30225800592,213090.808606986,211152.92929081968,211617.84008933674,211468.35399348353,209962.133545645,209724.25298754283,209854.2078422706,210263.4586379776,210488.9316905362,211297.59660957314,211461.25228491513,211414.65456166473,211487.37274612978
Mortar and grout,2548568.511829092,2404313.87257325,2420476.9663728955,2879338.0791225396,2957571.1471713604,3125288.3544092136,3064341.6147118732,3045148.1771171205,3139592.991803531,3222383.245998886,3268706.552298774,3296978.0212195916,3281771.72503081,3213406.3603871507,3136726.278295232,3074398.7523436546,3031716.6158830575,2991544.8134439737,2955492.9330530004,2920697.536020932,2912845.933492495,2903214.0715360986,2886337.4628886767,2886333.718913052,2893404.955525025,2905926.42244758,2918784.4357225886,2938435.0798264565,2952071.58875072,2963628.9052801477,2975354.551394862
Open web joists,1091134.0472886378,1202499.4782498714,1208230.50475557,1170328.0933949398,1221605.8783866954,1326281.8760361506,1283916.8202257436,1265589.765493056,1328741.664363301,1396335.546626485,1450489.3691121151,1487391.0605437546,1481503.0181685104,1447549.796420999,1413356.0955649253,1376995.2672802652,1343785.4013926925,1318347.4046139757,1294547.0670850025,1274102.357374281,1260075.6792346772,1251858.3091136597,1250457.8200014657,1256041.9584975156,1266719.8875468315,1281211.3768883494,1298410.9175164613,1316899.66981264,1335732.8086239162,1354180.8646860644,1371448.7010814927
Oriented strand board OSB,1162306.3066300615,1023841.0544150233,1012438.8184268941,1233097.786051904,1262381.6336807162,1316005.5584176274,1303766.2208425587,1305114.9079632377,1333926.6637346623,1352397.5595076387,1354301.0597484568,1354408.5492386548,1351012.9115352922,1328360.3016808287,1299969.5910365544,1282628.8488355028,1276457.1789742114,1266891.9848080329,1258966.105759926,1249856.742458543,1255801.9881926768,1257437.4481990845,1249531.9114894455,1249294.2133016442,1251076.4567431512,1254347.0340645313,1256199.7877573627,1261532.8291046587,1262818.548318771,1262712.9092492792,1263528.092810681
Other,175625.0780011417,174934.09028148808,173463.0866010723,193205.77259874463,198913.06348234357,211095.91292516538,206597.8236146904,205076.10348216025,212065.97504549933,218505.10994584818,222534.3360381914,225106.85861121534,224128.0005392486,219412.53979804774,214215.91784955136,209779.63975776618,206542.62894220673,203646.69980932295,201026.49818557233,198560.86633418058,197786.04670187132,197051.8370214742,196083.4393780811,196251.10165949108,196950.0429015944,198057.67403465093,199255.54419183888,200879.43684391637,202168.04195786922,203332.01688730074,204475.41427214976
PVC,29769.421177307435,32438.229939836394,32516.348380282376,33883.623419136995,34522.09191942315,36983.00309838761,35995.87139536213,35604.90248648144,37149.254787518985,38707.706557123645,39882.062913946036,40700.24627044095,40560.59184130654,39660.151861364546,38718.1713185727,37793.20855572722,37041.39147415252,36475.69045522422,35967.3848705229,35515.35299117482,35239.43678990949,35007.302160164196,34929.760019010595,35029.024981052506,35236.88407434842,35547.7449227241,35926.791169288554,36423.7765648004,36875.01810780491,37343.25052851155,37783.9108909787
Paint,230664.72222908144,207314.92291994364,203878.02402053823,247932.62160514604,252728.87024081146,263383.22401116847,260672.4318753723,260723.15524196014,266532.42477291723,270309.63397343294,270800.656801702,270898.3241440593,270093.86897765053,265358.2810188545,259509.32539052385,255801.26221843902,254346.74253985146,252334.00509150972,250671.25088493185,248781.0824954496,249759.0048330324,249831.92857479636,248183.12149677123,248017.4836752226,248239.43142708248,248781.46895519295,249084.7082787982,250179.86188394588,250439.05835859073,250479.10704002873,250679.36377946872
Parallel strand lumber PSL,43537.00215847269,45622.28741126903,47808.765644602034,49907.56405864192,51974.519712868976,56302.52634964903,54368.015221251735,53459.813601436304,55999.205248924976,58715.68705325569,60855.80646415726,62260.87654312147,61865.93711160117,60302.27917044447,58736.65111833632,57086.04185532927,55571.80586611453,54386.875881533706,53274.653741619055,52305.96873136618,51603.084341611124,51142.415276004096,50964.16744683369,51070.43364912862,51383.09894048446,51848.72929350961,52421.88063180582,53043.510423560176,53676.54726547998,54291.00751282311,54854.76805422788
Plate,618633.4041404832,638450.3884843062,641823.0825789166,706499.4579227477,701023.76240506,736790.139088681,723127.5917917592,719073.3594732771,742749.2712155008,763354.7157750218,775876.9051226197,784993.1264594877,782719.4488157636,766379.1533993704,748103.845629259,732727.698914889,723154.7670460367,715863.5770303229,709965.3903359792,704090.578623819,702270.7304061607,698134.4123248546,695173.8229039089,695397.2598283734,696857.9001104699,700126.7903558181,704300.7127505869,712684.9201527328,718686.0421464618,725530.2513904026,732083.2131198818
Polyisocyanurate PIR,351570.953689366,360066.56360223005,354588.5456367338,390595.6277561121,403552.292428607,430375.5838413607,420403.18413397064,416845.3912398947,432478.5158158372,447520.504851558,457762.0175533446,464498.23814187606,462646.581110543,452868.07001883665,442283.0394117725,432790.77085363516,425443.75816943066,419147.1169755181,413399.86295986647,408125.4608927386,406048.9981413248,404440.0699660299,402878.6971433471,403641.94050945516,405616.72752017307,408510.5701423452,411728.8975840079,415708.48024812655,419176.75408434175,422407.8317204581,425531.73119215196
Precast,6017131.366171138,6627511.0581350755,6624553.7692272,6476141.061218047,6727928.196962835,7280815.91645458,7070505.539185422,6986697.017191785,7326320.254331863,7683569.102293188,7966351.126232792,8162774.82269667,8140785.4217357775,7965984.458457962,7786824.991624789,7601174.927090689,7437757.667605446,7313530.115044246,7198574.877330729,7099541.293010145,7037809.93963486,7001394.3158182185,6998049.568810539,7033203.366760446,7094945.204783142,7177560.088962933,7274356.059207097,7382374.622464646,7489341.764543455,7595243.46237521,7695346.06304998
Raised access floor system,162234.8564164512,166379.6815792814,176629.7505402659,181551.9613350248,189093.54566707212,204863.97673523118,197848.4641496376,194566.52259930945,203832.7299398032,213745.75199071364,221562.66277390457,226704.90888113124,225293.3685594007,219624.9351105474,213947.99347929904,207960.12663347396,202467.70205646253,198173.90033526364,194144.03912595252,190636.3651217415,188096.71624126588,186439.45334286394,185811.4727543566,186220.76736027503,187382.8363667525,189103.0518438848,191215.84896261911,193505.9788846668,195838.23980314535,198103.24675992093,200183.74328424828
Ready mix LW 3000,7954518.721211833,7314269.98639635,7211153.1047290005,8545212.626090344,8754060.525815343,9169753.976121176,9046467.942352526,9028472.566029187,9255419.11413497,9424359.307541357,9480992.742665995,9509860.634031229,9475525.605447803,9299057.133804109,9088666.16547915,8942169.604472283,8866048.911085028,8778180.141010074,8702095.850380411,8622268.237485535,8637182.63676228,8631147.944949985,8575908.54896552,8572287.660771959,8585024.142205574,8610135.691565974,8629418.80659722,8671481.84308255,8689163.61406116,8698612.399038803,8712189.970683526
Ready mix LW 4000,13316262.793432001,14229890.934371728,13973247.602438956,14155233.087546749,14679859.747397289,15761275.092471506,15374300.728343954,15237193.28158385,15888628.764566941,16543524.130878765,17028798.163171746,17362330.973897763,17317219.179910813,16963998.66437225,16588347.382580914,16230703.365185313,15938738.197234796,15702983.74621688,15486807.029271645,15294764.098735105,15207094.42637668,15152810.99507968,15127483.982097741,15188183.477999365,15299711.465582233,15450181.756524537,15620425.520525083,15816630.027844682,16001402.107854038,16179666.311733048,16350781.006840225
Ready mix LW 5000,13956714.352481155,12365662.536488341,12188966.229656681,15257502.642198402,15394739.386104178,15954256.17540723,15823854.311100338,15847263.532624524,16158563.05723413,16326591.618645266,16293972.45957838,16260453.978734469,16214814.52291197,15934755.834438939,15581043.260177093,15370988.830821779,15313357.30825344,15216934.433506448,15144024.669281747,15050487.28463179,15129284.580373393,15131092.360659305,15023074.51706448,15001211.48114519,14996480.881190456,15010599.948843736,15009113.86798193,15071302.063761784,15072429.350633986,15065745.97008579,15069611.1380057
Ready mix NW 2500,4360310.551882771,5192042.765787127,4947575.211986961,5014459.321516316,5213070.553139352,5642691.037131385,5453404.916129612,5365937.701108717,5619833.598203366,5890247.439760428,6102876.275739319,6243497.969189353,6206505.973436068,6052319.017502957,5897363.176597783,5734784.843961662,5586937.814347713,5471715.677664422,5363887.010956525,5269951.092107147,5202724.421715923,5158323.210527155,5141886.855882494,5153927.725738168,5186384.902563811,5234277.937863422,5292978.797916821,5357702.375219221,5422915.06591668,5486667.727028963,5545424.682732704
Ready mix NW 3000,13826689.153185928,14232207.114809273,14345233.483091887,15883830.262310643,16117607.815458588,17113975.63880791,16721314.2456497,16578280.562000677,17189527.728288718,17767563.61685157,18158667.812157292,18424620.911893092,18351379.686267987,17951281.62566383,17518374.489135645,17128769.1957335,16840331.842227373,16608424.346773239,16403329.023800194,16212623.952763895,16126086.4575443,16033438.601466186,15968159.6999293,15985613.590213165,16044476.059310209,16143946.568117615,16263246.085288577,16441594.950961202,16587188.651522988,16737433.944141869,16880423.028074186
Ready mix NW 4000,43343302.36218527,45938819.42270432,45653202.39563885,47291244.6374003,48984654.38958904,52604342.01912215,51219487.04597573,50683793.219611146,52845336.479346,55032084.22851178,56655322.541069984,57752770.58711643,57541386.80579743,56297467.21190266,54989194.037784435,53726177.09722003,52675082.955383606,51828415.74089425,51049096.99228062,50356119.73635732,49993776.419910684,49750822.84288758,49627378.36808992,49783840.85790045,50109071.608229615,50564417.83686864,51089344.53947578,51699869.55227688,52274947.06182866,52830912.67896689,53359542.27566576
Ready mix NW 5000,36205520.72928536,34922970.447761685,34762041.294738755,40107286.36121498,40876556.292718604,43058540.95016605,42301167.06451703,42095561.00014497,43363569.62110155,44439753.67581143,45013871.04584119,45379446.22537942,45206897.46320152,44298183.94506806,43263499.71208283,42445876.3490409,41928002.853557125,41442809.9027161,41018955.891516,40600280.44122533,40543754.451915085,40421384.11413548,40201805.17636652,40208258.35831374,40302369.5299007,40474228.109680265,40653200.17182678,40961232.42481013,41166930.59106308,41357827.632927276,41551333.0719572
Ready mix NW 6000,37991836.17855702,37567625.74193384,37130831.94685821,42528953.93663101,43232491.21999739,45566883.110145725,44719905.972141415,44468024.8081352,45840282.52930298,47023492.572597414,47681094.46618508,48104557.2829432,47909927.211021215,46921025.754439816,45806150.04722978,44904158.523934774,44316497.57555783,43784761.80879934,43320446.60588084,42865493.7100487,42771292.89941102,42608694.58550455,42375961.86118557,42376180.82679421,42469339.14799918,42649115.617250815,42844552.2757579,43186793.430075236,43420444.70753281,43646208.84379994,43870574.558902934
Ready mix NW 8000,9734767.981523946,9414295.35444918,9657640.284817845,11039644.955784744,11044436.583518561,11593599.368936524,11390438.54259238,11333759.217041725,11678869.54108945,11968546.266919853,12126857.246262195,12236494.430313196,12194223.775302697,11942530.894527782,11657279.176808314,11427352.2546179,11288202.129816782,11171244.235363945,11074410.072967466,10976593.14144865,10957469.221184334,10904424.442357033,10847896.267504498,10845184.022733122,10861956.233332518,10903450.93001108,10953126.699758641,11058773.997845352,11128610.074354142,11205261.188642554,11279951.69311582
Ready mix unknown,74734029.46925354,72263538.53004624,71929276.3445053,81819683.0986979,83454127.31261696,87963605.1206994,86477794.50462687,86116292.150015,88767556.33479959,91031663.98861274,92272234.59759627,93088029.79429908,92799374.58226767,90997978.81890932,88935323.62312856,87313778.33586161,86303008.12902339,85357785.9371332,84536183.02225527,83724653.28700054,83657664.04205877,83458878.10202208,83062173.37460056,83133068.6309107,83387546.84060575,83804397.63431351,84238400.23981161,84937301.61897445,85428978.35466681,85890528.51171072,86357943.87856224
Rebar and reinforcement,8550615.09376136,8341058.9358445555,8285167.685288936,9532793.998732686,9703531.441450622,10226133.690465728,10042484.071435932,9991137.562991299,10297617.010654204,10560339.610615248,10704577.098801592,10797719.61817753,10757060.474847272,10539471.542405339,10292740.475164812,10095467.671603378,9969013.74364957,9852880.396024007,9751577.119313423,9651952.152867295,9635723.734398251,9604055.213953316,9553299.87567571,9555621.97434873,9578899.823947076,9621269.70471778,9666391.783334294,9743470.844355157,9796245.480316758,9846464.670088785,9896813.275437484
Resilient flooring rubber,3867.641401492664,4595.335661752905,4369.950355958724,4147.30647643701,4322.425233636617,4685.999872335647,4528.518908399452,4456.350805082633,4671.683868480187,4902.140186078312,5084.802220802043,5206.289232536297,5177.337405797917,5050.464916427817,4923.234354771365,4788.681419838264,4665.370368827132,4569.537287898562,4479.670861475177,4401.745828327227,4346.0867389317,4310.759403825495,4299.2039976831165,4311.6541720097375,4341.568170101348,4384.469485754673,4436.544352364783,4492.813341498418,4550.145382383966,4605.999096441219,4657.642866847749
Resilient flooring vinyl,264423.85356253845,223171.59011574968,218226.948345321,284730.352863453,287310.32016158686,295546.1983887966,294662.45674242004,296141.657968162,300380.39876083063,301285.89044074994,298305.58123073354,296008.4644435849,295374.4700559933,290846.18164849613,284681.65996251896,281820.4648017872,282117.0840975989,281098.2183921514,280495.49166017043,279305.0783879519,281820.18303166714,282508.66564083414,280276.3565454926,279719.10281954275,279361.60000256164,279231.8373346271,278591.6090240789,279137.92584373814,278385.5028384077,277389.1404785203,276701.8168576252
Roll formed metal panel aluminum,88882.59535225376,81871.17714770447,81169.1951792434,93473.07315588114,95684.09635306367,100328.09022713586,99131.23499975426,99078.36782153309,101726.57958004223,103750.25479995029,104555.62863578237,105066.53902582203,104857.89181782352,103056.96596304563,100876.30149028328,99382.85936482335,98665.84014647847,97834.86835466657,97132.7754992972,96386.43021784152,96665.0431823667,96704.07642439214,96235.95821468886,96339.0772683567,96628.33391505483,97066.86652391125,97456.38475765432,98122.88500205807,98518.34789205265,98836.8927324145,99198.48952006314
Roll formed metal panel steel,209590.85167287712,189207.941178256,188693.06132249365,228740.1373216277,234544.96491590195,245909.28430873522,242691.0082214235,242308.73293865865,248598.33484261867,253370.81437233492,255142.11180960527,256142.92231316547,255365.93765552854,250741.9727962755,245209.2939564577,241360.74008811684,239380.15009381366,237100.92580908176,235133.47654788787,233072.9971854084,233549.9727599885,233491.47724256397,232142.96759312964,232191.65511788742,232695.499860865,233543.38716037205,234248.1089730885,235560.7321971889,236232.63766665137,236684.94348111036,237245.66746441525
Roofing and waterproofing - other,39556.91438845424,38646.430762593634,38352.85060958107,47704.44203689497,49115.30258388788,52110.23637581406,50926.25373802026,50485.748794321335,52171.52606979548,53725.78910035596,54684.019786023,55271.52510374333,54968.09688632439,53748.71428975896,52417.09971412516,51269.08981161241,50411.876448078845,49642.69538857059,48942.29925081192,48283.55662525268,48037.794041618545,47808.90458676504,47524.80472529445,47517.079266276145,47638.9884681791,47858.84128575098,48099.25938270049,48437.39009057531,48695.469207161856,48920.64103734009,49139.82205869521
Softwood framing,2506763.8312290525,2175471.3657709723,2122583.717548381,2665349.9105111556,2726153.5125605385,2830289.195262092,2808818.0545371915,2814496.3827609676,2867726.6839611726,2895539.7295379136,2886909.385770487,2877501.571584816,2869107.48548955,2821555.729615408,2760580.2253892203,2726294.4694025656,2717583.3413541666,2698980.29834764,2683876.48635159,2665325.580705302,2681252.7792786453,2686017.076452457,2666336.3289905647,2663300.290587909,2663934.9583621123,2667123.7805089983,2666205.748622099,2672799.326913965,2669871.2848060997,2663524.047236878,2659641.2991740457
Softwood plywood,1909607.509091695,1641036.75763421,1614609.711639184,2011369.4510438098,2059888.965623408,2140086.823113017,2125126.997580812,2130666.220815619,2172299.657482654,2194870.0010604314,2189916.369520044,2184327.680325442,2179348.1939565185,2144610.1937527857,2099646.1179627436,2074801.138405134,2069186.393950294,2056015.115769139,2045432.7045858393,2032255.5594640607,2045337.0326022685,2050148.4874809347,2036400.077526088,2035402.425143315,2037308.126999129,2041206.432175044,2042030.6799727199,2048439.5467366276,2047743.8429150372,2044407.4034867422,2042956.3140295383
Spray applied cementitious,1637155.7351633995,1820485.1275688694,1780649.160280428,1889326.1303594876,1965254.3660055096,2120786.516350212,2053393.0887664277,2022967.724590196,2113698.867177246,2208763.5455734446,2281597.8836416984,2329224.7395540774,2315388.8840565984,2258897.5780465165,2201395.479246414,2142839.1196030015,2090669.4379442679,2049018.3269031318,2010075.7514809836,1975811.989658429,1953117.372516076,1938010.8960347597,1930784.6263005994,1934492.583314759,1945549.849644459,1962016.5807869823,1981865.102669758,2003814.1133688649,2025538.9238215715,2046352.8415699126,2065619.6450366287
Steel - other,587634.7376253115,564355.1912418446,570139.7046638003,652515.8658667466,671329.3516742598,711350.5838197194,696556.62851299,691615.8856567733,714377.4459809787,735004.5172980537,747442.8656211955,755241.2277664345,751799.5593195144,735956.2401054136,718402.5918156832,703659.8457569487,693101.2556529077,683483.6136088544,674797.4412620907,666553.3949272652,664165.4733302612,661735.8994048869,658201.7596755024,658497.7206397757,660518.9155248379,663862.3974266027,667422.971287824,672439.2584187288,676246.8778602155,679607.5322222575,682937.2277959934
Steel door,128601.69005495522,123979.79818713135,123646.05225808885,139597.11801617726,142237.93225273534,149834.50622571466,147420.98736233506,146897.40189216554,151402.84140536093,155220.11016031876,157292.21704756672,158678.938479733,158253.6869013014,155252.45253170872,151791.68735872582,149104.6753759163,147480.78673271043,145955.1636599641,144641.38825295388,143333.26534288295,143300.80822429352,143013.25211605875,142373.4888470725,142531.59455881428,142997.14055939205,143740.74407210812,144512.42619290145,145757.37016950958,146635.65787240712,147469.02598711778,148315.0721087259
Steel door frame,6826.716585464113,6499.458863131811,6499.3357240927535,7522.213852958171,7648.055430827006,8037.667599525771,7905.107914293599,7872.3102906864915,8098.517961768499,8284.178406719402,8375.3213157491,8432.613105364399,8401.019317914048,8234.082957153074,8041.989822361257,7894.297291450799,7805.564004866795,7720.256250702453,7646.604242973274,7572.413649232816,7567.449075872765,7546.231286769651,7503.0885723846295,7501.954279613239,7516.008379852186,7544.054650154933,7572.49187404391,7626.8189874443015,7660.248350486057,7691.181047669503,7723.093765559093
Steel framed window,4147.761689617952,4006.166661087568,4198.9259059106835,4810.271124948445,4911.160813028597,5218.16287833037,5095.7361507938485,5049.781689628484,5232.2921319227335,5404.900888556812,5519.754968456707,5595.345777587641,5569.327143759072,5445.980158974789,5312.694315440029,5193.373385597187,5103.429277841842,5028.481204096928,4961.202381486316,4898.669635475229,4870.823001407564,4843.497834665445,4820.621496347108,4823.8428591031725,4840.108144395684,4867.944665164195,4900.63827267508,4947.856821276638,4986.289603940457,5024.370145982207,5060.666467541058
Steel sheet,453950.5756308573,501426.3231366597,490356.98297487607,494747.4225146647,511112.6774883034,549519.8225376003,533640.4245009546,526924.5725711696,549834.3516511921,573334.7830379504,591039.0689367374,602872.2770651511,599988.6246550708,586104.5366302393,571738.1223312157,557491.7792802132,545321.726982232,535683.8714541987,526788.9873566625,518908.0985543006,514080.881422782,510643.5818480487,509031.8803664708,510221.79045489716,513185.95631635067,517560.26684706943,522786.10245882726,528968.7575446515,534829.4374252214,540585.243771701,545977.0833880871
Stone masonry,415640.7922484493,464975.1292965097,459466.99640415894,482395.7735513842,499929.6761445625,540161.4738011769,522310.3768642153,514075.72592736303,537902.4449529324,563105.0954545997,582755.2716034823,595735.823961437,592150.1977655308,577399.966143373,562518.0343410085,547050.9990067838,533148.9997394719,522313.03433276754,512207.5613655439,503365.3710627228,497072.5160720159,492749.647026,491033.0495612842,492003.28868809657,494861.74769828276,499185.8540995616,504526.0695423263,510585.21563006943,516589.7395297528,522502.16641287063,527945.80931427
Stone tile,46663.8105138204,49376.75779031974,51155.380859339726,54226.13520901017,56082.456032823575,60533.25759744698,58575.37476505338,57683.3660071202,60334.56779755908,63124.48034761278,65291.26865531199,66729.69402679123,66345.51013468597,64711.22866177955,63056.10189884825,61346.390176097615,59824.66183750467,58641.93981718798,57542.52151303733,56578.91471714218,55901.19046504545,55426.78551449642,55239.73029625647,55352.18720547734,55672.105366979726,56156.58793048829,56754.50326070504,57445.91933133754,58123.123150726264,58794.36413210054,59413.89842721408
Stucco finish,999149.6718023344,827664.7110514196,817738.0291549525,1067677.7694054563,1087929.203856394,1123694.308118669,1118208.5155391502,1122421.1139770942,1139997.535998735,1145914.2118675006,1137053.2110672174,1129533.7965288518,1126418.9223784981,1108573.1101529824,1084832.7504280065,1073039.8359410125,1072317.1396981087,1066617.7089460103,1062338.9133270131,1056204.1478703094,1064509.725081299,1067206.5570205199,1058678.253779599,1056773.7174375749,1055973.9101477102,1055974.9629838918,1053964.4084474854,1055328.84386684,1052390.0907880848,1048072.7319030501,1044929.9822490357
Suspension assembly,67061.31403279144,74750.96949855775,70943.95171563438,72184.54328410621,74753.55065946913,80099.98428734437,77971.18201083783,77117.30852829263,80241.26414701805,83365.4097062035,85618.59591845612,87099.78625291018,86689.41654546474,84746.46269552618,82698.27694281032,80754.67934184677,79148.04007008446,77820.2928000271,76595.23718248808,75493.55481940297,74920.66227569114,74512.97383188413,74234.25128732376,74379.62046843153,74771.21526784697,75348.16944892304,76013.8795960228,76799.5545233358,77523.89131411057,78209.71802093355,78859.68862778145
Synthetic composites,218981.108504986,233558.83200200496,228826.21995809703,255916.12861967733,264457.1342669188,283231.03736281674,275368.242333406,272051.72692067805,282955.75319613615,293877.828183638,301727.69140807254,306810.9622349477,305100.7634213821,297962.8950162801,290485.57312112715,283343.5973461113,277393.48934572685,272490.1130325034,267962.95695857843,263883.1953510453,261596.21884367123,259883.8225069575,258711.65514030174,259001.06111502514,260144.6210628808,261942.53868596838,264066.56053109694,266640.1049811977,268987.9241575951,271220.8164221416,273314.1209311017
